interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_numEdges,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
4500.00,4800.00,cross_junction_ratmalana_bus,0,5.08,0,373,AGGREGATED,63,63,0.04,374,45,0.04,707.62,6960.15,6.47,0.39,994.05,734.69,408.00
4500.00,4800.00,cross_junction_ratmalana_probe,0,0.56,0,94,AGGREGATED,22,22,0.00,95,43,0.00,325.38,743.56,13.58,0.81,143.60,324.99,22.00
4500.00,4800.00,wellawatta_kollupitiya_bus,,,,,,,,,,,,,,,,,,
4500.00,4800.00,wellawatta_kollupitiya_probe,0,1.22,2,364,AGGREGATED,8,8,0.00,367,78,0.00,165.99,875.62,14.43,0.87,79.34,165.80,2.00
4800.00,5100.00,cross_junction_ratmalana_bus,0,4.47,0,323,AGGREGATED,55,55,0.03,328,45,0.04,730.80,6119.06,6.27,0.37,771.79,755.41,263.00
4800.00,5100.00,cross_junction_ratmalana_probe,0,0.49,0,74,AGGREGATED,12,12,0.00,73,43,0.00,391.05,646.57,11.30,0.68,219.82,392.92,95.00
4800.00,5100.00,wellawatta_kollupitiya_bus,0,0.12,0,16,AGGREGATED,2,2,0.00,15,76,0.00,269.97,82.85,8.60,0.52,7.84,285.67,1.00
4800.00,5100.00,wellawatta_kollupitiya_probe,0,0.90,2,267,AGGREGATED,8,8,0.00,268,78,0.00,166.75,645.24,14.36,0.86,56.83,166.34,0.00
5100.00,5400.00,cross_junction_ratmalana_bus,0,3.86,0,291,AGGREGATED,32,32,0.03,292,45,0.03,716.66,5293.25,6.39,0.38,612.65,744.78,133.00
5100.00,5400.00,cross_junction_ratmalana_probe,0,0.64,0,91,AGGREGATED,14,14,0.00,92,43,0.00,358.22,850.22,12.33,0.74,246.48,357.74,58.00
5100.00,5400.00,wellawatta_kollupitiya_bus,0,2.22,0,324,AGGREGATED,5,5,0.01,316,76,0.01,258.03,1539.13,9.00,0.54,157.55,276.47,22.00
5100.00,5400.00,wellawatta_kollupitiya_probe,0,0.88,2,260,AGGREGATED,9,9,0.00,262,78,0.00,162.62,629.13,14.72,0.88,67.19,162.50,4.00
5400.00,5700.00,cross_junction_ratmalana_bus,0,4.81,0,358,AGGREGATED,65,65,0.04,351,45,0.04,705.75,6591.74,6.49,0.39,902.13,731.98,345.00
5400.00,5700.00,cross_junction_ratmalana_probe,0,0.46,0,72,AGGREGATED,22,22,0.00,72,43,0.00,355.65,610.43,12.42,0.74,133.51,356.82,34.00
5400.00,5700.00,wellawatta_kollupitiya_bus,0,6.09,0,687,AGGREGATED,12,12,0.02,686,76,0.02,339.63,4219.61,6.84,0.41,735.80,383.61,228.00
5400.00,5700.00,wellawatta_kollupitiya_probe,0,1.27,2,371,AGGREGATED,29,29,0.00,373,78,0.00,169.48,910.41,14.13,0.85,100.09,169.40,2.00
5700.00,6000.00,cross_junction_ratmalana_bus,0,5.53,0,400,AGGREGATED,59,59,0.04,404,45,0.05,717.17,7573.00,6.39,0.38,1092.52,742.87,406.00
5700.00,6000.00,cross_junction_ratmalana_probe,0,0.72,0,99,AGGREGATED,32,32,0.01,98,43,0.00,396.20,957.45,11.15,0.67,259.78,392.59,104.00
5700.00,6000.00,wellawatta_kollupitiya_bus,0,4.35,0,489,AGGREGATED,8,8,0.01,493,76,0.01,336.72,3014.82,6.90,0.41,492.38,379.52,144.00
5700.00,6000.00,wellawatta_kollupitiya_probe,0,0.88,2,252,AGGREGATED,19,19,0.00,255,78,0.00,164.06,627.69,14.60,0.88,100.43,164.21,18.00
6000.00,6300.00,cross_junction_ratmalana_bus,0,4.79,0,352,AGGREGATED,55,55,0.04,351,45,0.04,724.09,6566.01,6.33,0.38,1000.65,752.72,380.00
6000.00,6300.00,cross_junction_ratmalana_probe,0,0.67,0,95,AGGREGATED,24,24,0.01,96,43,0.00,382.29,881.51,11.55,0.69,242.82,382.78,122.00
6000.00,6300.00,wellawatta_kollupitiya_bus,0,3.46,0,366,AGGREGATED,6,6,0.01,364,76,0.01,352.01,2397.13,6.60,0.40,334.88,398.30,67.00
6000.00,6300.00,wellawatta_kollupitiya_probe,0,1.11,2,348,AGGREGATED,20,20,0.00,350,78,0.00,160.03,793.10,14.96,0.90,83.95,159.76,4.00
6300.00,6600.00,cross_junction_ratmalana_bus,0,4.39,0,323,AGGREGATED,40,40,0.03,326,45,0.04,709.71,6015.90,6.45,0.39,700.27,735.34,182.00
6300.00,6600.00,cross_junction_ratmalana_probe,0,0.63,0,94,AGGREGATED,22,22,0.00,93,43,0.00,389.17,832.78,11.35,0.68,254.59,388.64,82.00
6300.00,6600.00,wellawatta_kollupitiya_bus,0,4.56,0,463,AGGREGATED,11,11,0.02,462,76,0.01,378.58,3162.77,6.13,0.37,450.82,433.13,163.00
6300.00,6600.00,wellawatta_kollupitiya_probe,0,0.91,2,261,AGGREGATED,14,14,0.00,262,78,0.00,167.28,654.43,14.31,0.86,80.58,167.26,8.00
6600.00,6900.00,cross_junction_ratmalana_bus,0,4.64,0,353,AGGREGATED,45,45,0.03,350,45,0.04,705.20,6356.58,6.49,0.39,745.18,731.01,201.00
6600.00,6900.00,cross_junction_ratmalana_probe,0,0.56,0,75,AGGREGATED,16,16,0.00,75,43,0.00,384.25,744.50,11.50,0.69,176.55,385.03,49.00
6600.00,6900.00,wellawatta_kollupitiya_bus,0,5.87,0,575,AGGREGATED,16,16,0.02,573,76,0.02,390.55,4069.70,5.95,0.36,632.78,439.08,244.00
6600.00,6900.00,wellawatta_kollupitiya_probe,0,1.07,2,299,AGGREGATED,21,21,0.00,300,78,0.00,178.24,765.02,13.43,0.81,115.29,178.50,5.00
6900.00,7200.00,cross_junction_ratmalana_bus,0,4.30,0,309,AGGREGATED,51,51,0.03,311,45,0.04,730.35,5894.80,6.27,0.37,836.86,757.75,321.00
6900.00,7200.00,cross_junction_ratmalana_probe,0,0.49,0,80,AGGREGATED,16,16,0.00,81,43,0.00,340.76,650.71,12.96,0.77,96.10,339.63,1.00
6900.00,7200.00,wellawatta_kollupitiya_bus,0,5.21,0,533,AGGREGATED,10,10,0.02,536,76,0.02,371.50,3612.52,6.25,0.38,573.49,418.86,219.00
6900.00,7200.00,wellawatta_kollupitiya_probe,0,1.23,2,347,AGGREGATED,20,20,0.00,351,78,0.00,172.67,884.27,13.87,0.83,106.40,172.91,6.00
7200.00,7500.00,cross_junction_ratmalana_bus,0,4.88,0,368,AGGREGATED,78,78,0.04,361,45,0.04,731.06,6683.56,6.26,0.37,1014.31,761.19,347.00
7200.00,7500.00,cross_junction_ratmalana_probe,0,0.55,0,81,AGGREGATED,19,19,0.00,80,43,0.00,379.35,729.72,11.64,0.70,165.51,380.10,37.00
7200.00,7500.00,wellawatta_kollupitiya_bus,0,5.93,0,577,AGGREGATED,15,15,0.02,572,76,0.02,384.81,4111.50,6.04,0.36,727.07,433.50,269.00
7200.00,7500.00,wellawatta_kollupitiya_probe,0,0.51,0,154,AGGREGATED,13,13,0.00,155,78,0.00,166.20,369.20,14.41,0.86,50.60,166.34,0.00
7500.00,7800.00,cross_junction_ratmalana_bus,0,6.83,0,501,AGGREGATED,77,77,0.05,494,45,0.06,712.03,9365.57,6.43,0.38,1745.76,738.89,688.00
7500.00,7800.00,cross_junction_ratmalana_probe,0,0.66,0,80,AGGREGATED,13,13,0.01,80,43,0.00,432.28,880.18,10.22,0.61,345.40,431.42,74.00
7500.00,7800.00,wellawatta_kollupitiya_bus,0,6.15,0,592,AGGREGATED,14,14,0.02,596,76,0.02,396.48,4260.90,5.86,0.35,800.60,454.54,304.00
7500.00,7800.00,wellawatta_kollupitiya_probe,0,0.28,0,78,AGGREGATED,4,4,0.00,78,78,0.00,174.30,197.84,13.74,0.82,34.86,174.39,9.00
7800.00,8100.00,cross_junction_ratmalana_bus,0,7.82,0,475,AGGREGATED,68,68,0.06,470,45,0.07,861.49,10717.41,5.32,0.32,3565.82,898.97,1989.00
7800.00,8100.00,cross_junction_ratmalana_probe,0,0.62,0,82,AGGREGATED,9,9,0.00,81,43,0.00,422.36,825.65,10.46,0.62,338.15,424.94,126.00
7800.00,8100.00,wellawatta_kollupitiya_bus,0,4.73,0,424,AGGREGATED,5,5,0.02,426,76,0.02,425.19,3276.32,5.46,0.33,676.19,490.48,277.00
7800.00,8100.00,wellawatta_kollupitiya_probe,0,0.76,0,189,AGGREGATED,13,13,0.00,186,78,0.00,196.82,545.39,12.17,0.73,106.15,197.45,16.00
8100.00,8400.00,cross_junction_ratmalana_bus,0,8.09,0,453,AGGREGATED,70,70,0.06,459,45,0.07,937.07,11091.23,4.89,0.29,4305.03,979.43,2582.00
8100.00,8400.00,cross_junction_ratmalana_probe,0,0.88,0,66,AGGREGATED,18,18,0.01,67,43,0.00,704.64,1162.95,6.27,0.37,720.62,715.37,406.00
8100.00,8400.00,wellawatta_kollupitiya_bus,0,4.36,0,425,AGGREGATED,7,7,0.01,423,76,0.01,384.73,3022.20,6.04,0.36,525.45,432.20,205.00
8100.00,8400.00,wellawatta_kollupitiya_probe,0,0.28,0,70,AGGREGATED,11,11,0.00,72,78,0.00,200.38,203.49,11.95,0.72,40.03,202.01,6.00
8400.00,8700.00,cross_junction_ratmalana_bus,0,8.30,0,467,AGGREGATED,72,72,0.06,461,45,0.07,960.12,11379.65,4.77,0.29,4277.82,1006.26,2316.00
8400.00,8700.00,cross_junction_ratmalana_probe,0,0.92,0,79,AGGREGATED,22,22,0.01,77,43,0.00,642.71,1221.11,6.87,0.41,674.57,652.82,371.00
8400.00,8700.00,wellawatta_kollupitiya_bus,0,5.02,0,491,AGGREGATED,12,12,0.02,491,76,0.02,393.95,3482.44,5.90,0.35,723.51,447.69,299.00
8400.00,8700.00,wellawatta_kollupitiya_probe,0,0.37,0,99,AGGREGATED,5,5,0.00,98,78,0.00,187.82,263.18,12.75,0.76,40.26,188.79,6.00
8700.00,9000.00,cross_junction_ratmalana_bus,0,7.74,0,392,AGGREGATED,60,60,0.06,392,45,0.07,1030.15,10609.58,4.45,0.27,4332.23,1079.89,2290.00
8700.00,9000.00,cross_junction_ratmalana_probe,0,0.93,0,70,AGGREGATED,12,12,0.01,70,43,0.00,762.13,1224.74,5.80,0.35,773.01,777.25,338.00
8700.00,9000.00,wellawatta_kollupitiya_bus,0,3.40,0,300,AGGREGATED,6,6,0.01,306,76,0.01,425.94,2357.64,5.45,0.33,354.37,492.50,124.00
8700.00,9000.00,wellawatta_kollupitiya_probe,0,0.61,0,156,AGGREGATED,10,10,0.00,156,78,0.00,191.92,434.76,12.48,0.75,86.07,192.20,13.00
9000.00,9300.00,cross_junction_ratmalana_bus,0,8.24,0,445,AGGREGATED,77,77,0.06,453,45,0.07,977.29,11299.02,4.69,0.28,4428.26,1023.94,1835.00
9000.00,9300.00,cross_junction_ratmalana_probe,0,1.27,0,106,AGGREGATED,20,20,0.01,105,43,0.00,663.18,1676.99,6.66,0.40,1010.55,671.55,324.00
9000.00,9300.00,wellawatta_kollupitiya_bus,0,2.68,0,254,AGGREGATED,2,2,0.01,252,76,0.01,406.63,1860.13,5.71,0.34,191.90,467.06,39.00
9000.00,9300.00,wellawatta_kollupitiya_probe,0,0.26,0,70,AGGREGATED,6,6,0.00,71,78,0.00,179.18,185.23,13.36,0.80,43.06,179.70,6.00
9300.00,9600.00,cross_junction_ratmalana_bus,0,7.98,0,474,AGGREGATED,76,76,0.06,468,45,0.07,908.36,10932.22,5.04,0.30,3964.87,955.00,1433.00
9300.00,9600.00,cross_junction_ratmalana_probe,0,1.28,0,78,AGGREGATED,14,14,0.01,78,43,0.00,876.45,1694.96,5.04,0.30,1165.99,891.64,383.58
9300.00,9600.00,wellawatta_kollupitiya_bus,0,4.28,0,453,AGGREGATED,17,17,0.01,448,76,0.01,358.52,2964.86,6.48,0.39,378.62,404.63,99.00
9300.00,9600.00,wellawatta_kollupitiya_probe,0,0.38,0,110,AGGREGATED,1,1,0.00,110,78,0.00,172.19,270.66,13.91,0.83,57.56,172.61,12.00
9600.00,9900.00,cross_junction_ratmalana_bus,0,8.15,0,439,AGGREGATED,77,77,0.06,437,45,0.07,975.34,11167.63,4.70,0.28,4268.76,1022.97,1475.00
9600.00,9900.00,cross_junction_ratmalana_probe,0,0.99,0,71,AGGREGATED,25,25,0.01,72,43,0.00,785.39,1309.85,5.62,0.34,894.09,797.75,242.00
9600.00,9900.00,wellawatta_kollupitiya_bus,0,6.27,0,618,AGGREGATED,8,8,0.02,618,76,0.02,380.69,4346.29,6.10,0.37,1039.02,429.11,473.00
9600.00,9900.00,wellawatta_kollupitiya_probe,0,0.04,0,8,AGGREGATED,1,1,0.00,9,78,0.00,167.65,25.64,14.28,0.86,5.14,166.37,0.00
9900.00,10200.00,cross_junction_ratmalana_bus,0,8.37,0,458,AGGREGATED,66,66,0.06,460,45,0.07,996.46,11467.20,4.60,0.27,4585.86,1046.46,1695.00
9900.00,10200.00,cross_junction_ratmalana_probe,0,1.10,0,77,AGGREGATED,28,28,0.01,78,43,0.00,794.91,1453.17,5.56,0.33,971.24,805.80,217.35
9900.00,10200.00,wellawatta_kollupitiya_bus,0,6.30,0,625,AGGREGATED,12,12,0.02,622,76,0.02,387.64,4365.27,5.99,0.36,1055.66,438.05,467.00
9900.00,10200.00,wellawatta_kollupitiya_probe,0,0.30,0,83,AGGREGATED,7,7,0.00,81,78,0.00,181.11,218.12,13.22,0.79,39.40,182.72,6.00
10200.00,10500.00,cross_junction_ratmalana_bus,0,8.14,0,408,AGGREGATED,63,63,0.06,410,45,0.07,1028.63,11154.23,4.45,0.27,4708.54,1074.96,1710.00
10200.00,10500.00,cross_junction_ratmalana_probe,0,1.15,0,75,AGGREGATED,19,19,0.01,74,43,0.00,813.86,1523.50,5.43,0.32,976.45,826.37,273.00
10200.00,10500.00,wellawatta_kollupitiya_bus,0,4.61,0,458,AGGREGATED,5,5,0.02,463,76,0.01,381.66,3194.05,6.09,0.37,615.93,437.64,243.00
10200.00,10500.00,wellawatta_kollupitiya_probe,0,0.29,0,82,AGGREGATED,2,2,0.00,83,78,0.00,171.09,209.36,14.00,0.84,42.77,170.98,3.00
10500.00,10800.00,cross_junction_ratmalana_bus,0,8.04,0,389,AGGREGATED,72,72,0.06,390,45,0.07,1119.42,11019.75,4.09,0.24,5313.70,1183.16,2042.00
10500.00,10800.00,cross_junction_ratmalana_probe,0,1.11,0,74,AGGREGATED,18,18,0.01,75,43,0.00,860.19,1468.39,5.14,0.31,1009.00,874.53,327.00
10500.00,10800.00,wellawatta_kollupitiya_bus,0,3.92,0,405,AGGREGATED,12,12,0.01,403,76,0.01,365.53,2715.65,6.35,0.38,416.46,414.44,131.00
10500.00,10800.00,wellawatta_kollupitiya_probe,0,0.55,0,123,AGGREGATED,9,9,0.00,121,78,0.00,218.42,391.99,10.96,0.66,101.01,220.91,38.00
10800.00,11100.00,cross_junction_ratmalana_bus,0,8.29,0,393,AGGREGATED,61,61,0.06,387,45,0.07,1100.43,11365.25,4.16,0.25,4977.30,1156.88,1953.00
10800.00,11100.00,cross_junction_ratmalana_probe,0,1.10,0,69,AGGREGATED,18,18,0.01,68,43,0.00,850.16,1460.99,5.20,0.31,974.72,865.64,320.00
10800.00,11100.00,wellawatta_kollupitiya_bus,0,5.28,0,545,AGGREGATED,8,8,0.02,543,76,0.02,371.23,3663.04,6.26,0.38,704.82,422.27,261.00
10800.00,11100.00,wellawatta_kollupitiya_probe,0,0.49,0,113,AGGREGATED,7,7,0.00,116,78,0.00,211.63,350.25,11.32,0.68,111.74,212.81,20.00
11100.00,11400.00,cross_junction_ratmalana_bus,0,8.92,0,452,AGGREGATED,61,61,0.07,447,45,0.08,1075.71,12222.85,4.26,0.25,5356.31,1134.16,2117.00
11100.00,11400.00,cross_junction_ratmalana_probe,0,1.30,0,73,AGGREGATED,16,16,0.01,72,43,0.00,1021.68,1725.93,4.32,0.26,1258.26,1044.74,411.00
11100.00,11400.00,wellawatta_kollupitiya_bus,0,5.06,0,484,AGGREGATED,10,10,0.02,487,76,0.02,395.75,3508.80,5.87,0.35,773.00,445.46,264.00
11100.00,11400.00,wellawatta_kollupitiya_probe,0,0.60,0,132,AGGREGATED,7,7,0.00,130,78,0.00,233.09,427.48,10.27,0.62,152.40,228.66,10.00
11400.00,11700.00,cross_junction_ratmalana_bus,0,9.44,0,457,AGGREGATED,68,68,0.07,459,45,0.08,1094.21,12933.72,4.19,0.25,5875.71,1151.24,2611.00
11400.00,11700.00,cross_junction_ratmalana_probe,0,1.40,0,68,AGGREGATED,18,18,0.01,67,43,0.00,1082.80,1857.93,4.08,0.24,1350.47,1101.02,493.00
11400.00,11700.00,wellawatta_kollupitiya_bus,0,5.06,0,458,AGGREGATED,11,11,0.02,453,76,0.02,413.08,3510.02,5.62,0.34,804.98,469.19,307.00
11400.00,11700.00,wellawatta_kollupitiya_probe,0,0.63,0,102,AGGREGATED,5,5,0.00,103,78,0.00,292.46,451.51,8.19,0.49,237.79,290.99,32.00
11700.00,12000.00,cross_junction_ratmalana_bus,0,9.62,0,372,AGGREGATED,50,50,0.07,371,45,0.08,1364.82,13184.22,3.36,0.20,7221.53,1438.33,3634.00
11700.00,12000.00,cross_junction_ratmalana_probe,0,1.34,0,94,AGGREGATED,24,24,0.01,96,43,0.00,815.59,1772.53,5.42,0.32,1165.30,832.92,391.00
11700.00,12000.00,wellawatta_kollupitiya_bus,0,5.70,0,536,AGGREGATED,15,15,0.02,540,76,0.02,397.73,3947.82,5.84,0.35,905.86,448.44,360.00
11700.00,12000.00,wellawatta_kollupitiya_probe,0,0.68,0,146,AGGREGATED,11,11,0.00,145,78,0.00,221.97,490.59,10.79,0.65,159.74,221.45,24.00
12000.00,12300.00,cross_junction_ratmalana_bus,0,9.41,0,354,AGGREGATED,37,37,0.07,359,45,0.08,1403.88,12896.34,3.26,0.19,7081.36,1494.29,3411.00
12000.00,12300.00,cross_junction_ratmalana_probe,0,1.37,0,71,AGGREGATED,9,9,0.01,70,43,0.00,1028.46,1818.23,4.30,0.26,1333.45,1044.98,257.00
12000.00,12300.00,wellawatta_kollupitiya_bus,0,6.44,0,520,AGGREGATED,6,6,0.02,519,76,0.02,486.53,4465.24,4.77,0.29,1478.16,550.88,705.00
12000.00,12300.00,wellawatta_kollupitiya_probe,0,1.11,0,153,AGGREGATED,20,20,0.00,154,78,0.00,369.55,792.98,6.48,0.39,477.13,384.34,117.00
12300.00,12600.00,cross_junction_ratmalana_bus,0,9.74,0,362,AGGREGATED,40,40,0.07,355,45,0.08,1415.36,13350.80,3.24,0.19,7272.69,1486.38,3402.00
12300.00,12600.00,cross_junction_ratmalana_probe,0,1.42,0,63,AGGREGATED,17,17,0.01,61,43,0.00,1234.36,1875.59,3.58,0.21,1459.97,1259.51,320.00
12300.00,12600.00,wellawatta_kollupitiya_bus,0,5.86,0,468,AGGREGATED,7,7,0.02,471,76,0.02,473.47,4060.05,4.91,0.29,1368.70,539.18,622.00
12300.00,12600.00,wellawatta_kollupitiya_probe,0,0.71,0,124,AGGREGATED,8,8,0.00,124,78,0.00,279.82,510.16,8.56,0.51,269.43,283.96,56.00
12600.00,12900.00,cross_junction_ratmalana_bus,0,9.71,0,401,AGGREGATED,45,45,0.07,406,45,0.08,1279.59,13301.72,3.58,0.21,6866.42,1355.68,3400.00
12600.00,12900.00,cross_junction_ratmalana_probe,0,1.72,0,76,AGGREGATED,18,18,0.01,77,43,0.01,1230.04,2277.88,3.59,0.21,1769.77,1258.47,636.27
12600.00,12900.00,wellawatta_kollupitiya_bus,0,4.92,0,412,AGGREGATED,6,6,0.02,411,76,0.02,443.13,3410.50,5.24,0.31,1019.74,509.71,381.00
12600.00,12900.00,wellawatta_kollupitiya_probe,0,0.51,0,63,AGGREGATED,5,5,0.00,62,78,0.00,434.66,366.15,5.51,0.33,228.78,452.39,55.00
12900.00,13200.00,cross_junction_ratmalana_bus,0,9.71,0,354,AGGREGATED,38,38,0.07,351,45,0.08,1468.71,13300.99,3.12,0.19,7487.13,1566.93,3702.00
12900.00,13200.00,cross_junction_ratmalana_probe,0,1.45,0,80,AGGREGATED,17,17,0.01,81,43,0.00,1000.07,1914.74,4.42,0.26,1400.57,1019.16,400.00
12900.00,13200.00,wellawatta_kollupitiya_bus,0,6.27,0,506,AGGREGATED,5,5,0.02,502,76,0.02,468.16,4345.81,4.96,0.30,1474.79,540.60,646.00
12900.00,13200.00,wellawatta_kollupitiya_probe,0,1.27,0,183,AGGREGATED,15,15,0.00,180,78,0.00,321.80,909.58,7.44,0.45,487.84,335.51,196.00
13200.00,13500.00,cross_junction_ratmalana_bus,0,9.85,0,399,AGGREGATED,52,52,0.07,398,45,0.08,1356.59,13504.67,3.38,0.20,7334.26,1447.05,3752.00
13200.00,13500.00,cross_junction_ratmalana_probe,0,1.65,0,77,AGGREGATED,22,22,0.01,75,43,0.01,1266.88,2186.12,3.49,0.21,1748.88,1302.02,706.00
13200.00,13500.00,wellawatta_kollupitiya_bus,0,6.22,0,446,AGGREGATED,6,6,0.02,446,76,0.02,530.74,4309.29,4.38,0.26,1760.81,620.53,819.00
13200.00,13500.00,wellawatta_kollupitiya_probe,0,1.54,0,109,AGGREGATED,9,9,0.00,111,78,0.00,740.54,1102.74,3.23,0.19,869.61,796.35,320.00
13500.00,13800.00,cross_junction_ratmalana_bus,0,10.08,0,365,AGGREGATED,35,35,0.08,363,45,0.09,1375.89,13817.03,3.33,0.20,7514.40,1459.65,3814.00
13500.00,13800.00,cross_junction_ratmalana_probe,0,1.64,0,56,AGGREGATED,20,20,0.01,56,43,0.01,1381.06,2170.45,3.20,0.19,1746.10,1401.45,684.00
13500.00,13800.00,wellawatta_kollupitiya_bus,0,7.79,0,610,AGGREGATED,15,15,0.03,606,76,0.03,501.94,5401.39,4.63,0.28,2105.16,591.50,1002.00
13500.00,13800.00,wellawatta_kollupitiya_probe,0,1.57,0,169,AGGREGATED,14,14,0.01,169,78,0.00,456.28,1127.58,5.25,0.31,756.01,473.18,178.36
13800.00,14100.00,cross_junction_ratmalana_bus,0,10.15,0,331,AGGREGATED,32,32,0.08,332,45,0.09,1618.39,13905.78,2.83,0.17,8407.78,1732.26,4765.00
13800.00,14100.00,cross_junction_ratmalana_probe,0,1.63,0,75,AGGREGATED,13,13,0.01,75,43,0.01,1210.48,2163.78,3.65,0.22,1658.10,1238.76,668.00
13800.00,14100.00,wellawatta_kollupitiya_bus,0,8.69,0,575,AGGREGATED,10,10,0.03,575,76,0.03,553.12,6020.20,4.20,0.25,2735.12,646.54,1275.00
13800.00,14100.00,wellawatta_kollupitiya_probe,0,0.75,0,37,AGGREGATED,3,3,0.00,39,78,0.00,1102.16,537.16,2.17,0.13,463.52,1214.27,183.00
14100.00,14400.00,cross_junction_ratmalana_bus,0,9.21,0,279,AGGREGATED,35,35,0.07,283,45,0.08,1664.86,12614.86,2.75,0.16,7800.70,1778.95,4287.00
14100.00,14400.00,cross_junction_ratmalana_probe,0,1.22,0,60,AGGREGATED,10,10,0.01,64,43,0.00,1110.53,1609.99,3.98,0.24,1210.57,1135.16,592.00
14100.00,14400.00,wellawatta_kollupitiya_bus,0,10.47,0,657,AGGREGATED,15,15,0.03,652,76,0.03,614.75,7255.11,3.78,0.23,3568.35,717.55,1884.00
14100.00,14400.00,wellawatta_kollupitiya_probe,0,0.61,0,117,AGGREGATED,6,6,0.00,116,78,0.00,258.05,434.45,9.28,0.56,179.90,263.78,30.00
