,interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_numEdges,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime,rand_seed
37,6300.0,6600.0,cross_junction_ratmalana_probe,0.0,0.59,0.0,87.0,AGGREGATED,14.0,14.0,0.0,88.0,43.0,0.0,379.17,781.53,11.65,0.7,226.33,379.92,89.0,92888
38,6300.0,6600.0,wellawatta_kollupitiya_bus,0.0,4.55,0.0,471.0,AGGREGATED,5.0,5.0,0.01,472.0,76.0,0.01,371.66,3151.53,6.25,0.37,424.94,423.33,103.0,92888
39,6300.0,6600.0,wellawatta_kollupitiya_probe,0.0,1.15,2.0,316.0,AGGREGATED,20.0,20.0,0.0,317.0,78.0,0.0,173.6,827.08,13.79,0.83,122.48,173.61,12.0,92888
40,6600.0,6900.0,cross_junction_ratmalana_bus,0.0,4.57,0.0,346.0,AGGREGATED,53.0,53.0,0.03,346.0,45.0,0.04,707.08,6266.34,6.48,0.39,781.26,733.8,243.0,92888
41,6600.0,6900.0,cross_junction_ratmalana_probe,0.0,0.52,0.0,68.0,AGGREGATED,21.0,21.0,0.0,67.0,43.0,0.0,432.32,682.58,10.22,0.61,225.23,433.72,88.0,92888
42,6600.0,6900.0,wellawatta_kollupitiya_bus,0.0,5.39,0.0,525.0,AGGREGATED,12.0,12.0,0.02,519.0,76.0,0.02,387.69,3736.71,5.99,0.36,589.37,438.15,209.0,92888
43,6600.0,6900.0,wellawatta_kollupitiya_probe,0.0,1.13,2.0,321.0,AGGREGATED,18.0,18.0,0.0,323.0,78.0,0.0,174.98,811.84,13.69,0.82,108.57,175.28,4.0,92888
44,6900.0,7200.0,cross_junction_ratmalana_bus,0.0,4.16,0.0,306.0,AGGREGATED,58.0,58.0,0.03,310.0,45.0,0.03,702.16,5706.24,6.52,0.39,588.42,727.98,107.0,92888
45,6900.0,7200.0,cross_junction_ratmalana_probe,0.0,0.62,0.0,92.0,AGGREGATED,25.0,25.0,0.0,93.0,43.0,0.0,353.54,814.79,12.49,0.75,143.91,352.33,30.0,92888
46,6900.0,7200.0,wellawatta_kollupitiya_bus,0.0,4.99,0.0,493.0,AGGREGATED,9.0,9.0,0.02,497.0,76.0,0.02,386.5,3458.52,6.01,0.36,640.4,441.29,272.0,92888
47,6900.0,7200.0,wellawatta_kollupitiya_probe,0.0,0.95,2.0,267.0,AGGREGATED,16.0,16.0,0.0,270.0,78.0,0.0,173.48,677.98,13.8,0.83,90.56,173.7,16.0,92888
48,7200.0,7500.0,cross_junction_ratmalana_bus,0.0,4.66,0.0,358.0,AGGREGATED,65.0,65.0,0.03,346.0,45.0,0.04,720.05,6389.69,6.36,0.38,989.67,750.1,427.0,92888
49,7200.0,7500.0,cross_junction_ratmalana_probe,0.0,0.55,0.0,90.0,AGGREGATED,24.0,24.0,0.0,90.0,43.0,0.0,346.81,722.68,12.74,0.76,104.11,346.9,4.0,92888
50,7200.0,7500.0,wellawatta_kollupitiya_bus,0.0,6.05,0.0,631.0,AGGREGATED,17.0,17.0,0.02,627.0,76.0,0.02,359.7,4195.43,6.46,0.39,673.7,403.79,207.0,92888
51,7200.0,7500.0,wellawatta_kollupitiya_probe,0.0,0.61,0.0,176.0,AGGREGATED,9.0,9.0,0.0,177.0,78.0,0.0,175.64,437.14,13.63,0.82,77.05,176.65,23.0,92888
52,7500.0,7800.0,cross_junction_ratmalana_bus,0.0,7.12,0.0,507.0,AGGREGATED,79.0,79.0,0.05,500.0,45.0,0.06,746.11,9761.09,6.14,0.37,2113.57,771.42,1015.0,92888
53,7500.0,7800.0,cross_junction_ratmalana_probe,0.0,0.65,0.0,83.0,AGGREGATED,20.0,20.0,0.0,82.0,43.0,0.0,424.05,855.67,10.42,0.62,333.81,427.35,131.0,92888
54,7500.0,7800.0,wellawatta_kollupitiya_bus,0.0,6.07,0.0,587.0,AGGREGATED,17.0,17.0,0.02,592.0,76.0,0.02,392.25,4205.77,5.92,0.36,889.44,448.82,376.0,92888
55,7500.0,7800.0,wellawatta_kollupitiya_probe,0.0,0.32,0.0,89.0,AGGREGATED,4.0,4.0,0.0,89.0,78.0,0.0,177.61,232.71,13.48,0.81,44.37,178.75,3.0,92888
56,7800.0,8100.0,cross_junction_ratmalana_bus,0.0,8.18,0.0,487.0,AGGREGATED,80.0,80.0,0.06,488.0,45.0,0.07,881.04,11211.65,5.2,0.31,4045.31,920.32,2280.0,92888
57,7800.0,8100.0,cross_junction_ratmalana_probe,0.0,0.78,0.0,76.0,AGGREGATED,19.0,19.0,0.01,76.0,43.0,0.0,519.31,1031.69,8.51,0.51,535.97,524.39,232.0,92888
58,7800.0,8100.0,wellawatta_kollupitiya_bus,0.0,4.78,0.0,460.0,AGGREGATED,5.0,5.0,0.02,462.0,76.0,0.02,402.22,3311.0,5.77,0.35,622.44,463.28,253.0,92888
59,7800.0,8100.0,wellawatta_kollupitiya_probe,0.0,0.64,0.0,150.0,AGGREGATED,12.0,12.0,0.0,147.0,78.0,0.0,217.91,460.96,10.99,0.66,125.68,220.78,30.0,92888
60,8100.0,8400.0,cross_junction_ratmalana_bus,0.0,8.47,0.0,486.0,AGGREGATED,83.0,83.0,0.06,489.0,45.0,0.07,929.18,11608.27,4.93,0.29,4478.45,970.51,2329.0,92888
61,8100.0,8400.0,cross_junction_ratmalana_probe,0.0,0.7,0.0,73.0,AGGREGATED,21.0,21.0,0.01,73.0,43.0,0.0,541.75,922.85,8.15,0.49,463.75,548.34,164.0,92888
62,8100.0,8400.0,wellawatta_kollupitiya_bus,0.0,4.49,0.0,462.0,AGGREGATED,9.0,9.0,0.01,457.0,76.0,0.01,364.35,3108.9,6.37,0.38,558.59,411.26,236.0,92888
63,8100.0,8400.0,wellawatta_kollupitiya_probe,0.0,0.68,0.0,154.0,AGGREGATED,11.0,11.0,0.0,156.0,78.0,0.0,213.0,487.41,11.24,0.67,114.52,214.46,12.0,92888
64,8400.0,8700.0,cross_junction_ratmalana_bus,0.0,8.08,0.0,453.0,AGGREGATED,79.0,79.0,0.06,447.0,45.0,0.07,938.82,11069.21,4.88,0.29,4025.38,986.44,1993.0,92888
65,8400.0,8700.0,cross_junction_ratmalana_probe,0.0,0.95,0.0,90.0,AGGREGATED,29.0,29.0,0.01,88.0,43.0,0.0,616.23,1262.41,7.17,0.43,675.3,622.57,320.0,92888
66,8400.0,8700.0,wellawatta_kollupitiya_bus,0.0,4.91,0.0,447.0,AGGREGATED,10.0,10.0,0.02,451.0,76.0,0.02,419.08,3403.77,5.54,0.33,668.06,485.64,298.0,92888
67,8400.0,8700.0,wellawatta_kollupitiya_probe,0.0,0.36,0.0,75.0,AGGREGATED,4.0,4.0,0.0,74.0,78.0,0.0,229.01,259.87,10.46,0.63,83.76,233.26,34.0,92888
68,8700.0,9000.0,cross_junction_ratmalana_bus,0.0,7.77,0.0,397.0,AGGREGATED,68.0,68.0,0.06,398.0,45.0,0.07,1029.99,10645.24,4.45,0.27,4331.6,1083.35,1996.0,92888
69,8700.0,9000.0,cross_junction_ratmalana_probe,0.0,1.19,0.0,74.0,AGGREGATED,15.0,15.0,0.01,74.0,43.0,0.0,831.61,1578.74,5.31,0.32,1053.45,846.57,362.0,92888
70,8700.0,9000.0,wellawatta_kollupitiya_bus,0.0,3.32,0.0,327.0,AGGREGATED,6.0,6.0,0.01,331.0,76.0,0.01,383.18,2300.51,6.06,0.36,249.67,435.4,41.0,92888
71,8700.0,9000.0,wellawatta_kollupitiya_probe,0.0,0.43,0.0,108.0,AGGREGATED,7.0,7.0,0.0,109.0,78.0,0.0,197.0,308.87,12.16,0.73,65.19,197.62,4.0,92888
72,9000.0,9300.0,cross_junction_ratmalana_bus,0.0,7.68,0.0,440.0,AGGREGATED,69.0,69.0,0.06,443.0,45.0,0.06,925.66,10526.73,4.95,0.3,3860.1,969.56,1550.0,92888
73,9000.0,9300.0,cross_junction_ratmalana_probe,0.0,1.25,0.0,69.0,AGGREGATED,22.0,22.0,0.01,69.0,43.0,0.0,923.68,1660.84,4.78,0.29,1180.55,940.34,366.0,92888
74,9000.0,9300.0,wellawatta_kollupitiya_bus,0.0,2.81,0.0,279.0,AGGREGATED,3.0,3.0,0.01,274.0,76.0,0.01,390.94,1946.33,5.94,0.36,208.08,444.83,34.0,92888
75,9000.0,9300.0,wellawatta_kollupitiya_probe,0.0,0.49,0.0,138.0,AGGREGATED,5.0,5.0,0.0,139.0,78.0,0.0,174.07,348.04,13.76,0.83,78.69,175.21,13.0,92888
76,9300.0,9600.0,cross_junction_ratmalana_bus,0.0,8.52,0.0,497.0,AGGREGATED,67.0,67.0,0.06,495.0,45.0,0.07,918.5,11680.01,4.99,0.3,4345.48,963.09,1428.0,92888
77,9300.0,9600.0,cross_junction_ratmalana_probe,0.0,1.15,0.0,98.0,AGGREGATED,26.0,26.0,0.01,98.0,43.0,0.0,712.4,1528.44,6.2,0.37,947.35,719.11,239.0,92888
78,9300.0,9600.0,wellawatta_kollupitiya_bus,0.0,3.66,0.0,356.0,AGGREGATED,8.0,8.0,0.01,357.0,76.0,0.01,380.59,2539.78,6.1,0.37,324.97,431.04,87.0,92888
79,9300.0,9600.0,wellawatta_kollupitiya_probe,0.0,0.34,0.0,92.0,AGGREGATED,5.0,5.0,0.0,92.0,78.0,0.0,177.56,242.5,13.49,0.81,55.85,177.25,14.0,92888
80,9600.0,9900.0,cross_junction_ratmalana_bus,0.0,8.37,0.0,409.0,AGGREGATED,57.0,57.0,0.06,406.0,45.0,0.07,1052.28,11474.31,4.35,0.26,5060.81,1101.27,1955.0,92888
81,9600.0,9900.0,cross_junction_ratmalana_probe,0.0,1.07,0.0,68.0,AGGREGATED,15.0,15.0,0.01,68.0,43.0,0.0,818.4,1421.29,5.4,0.32,987.45,833.78,249.0,92888
82,9600.0,9900.0,wellawatta_kollupitiya_bus,0.0,4.96,0.0,541.0,AGGREGATED,13.0,13.0,0.02,536.0,76.0,0.02,351.48,3439.84,6.61,0.4,608.17,396.1,227.0,92888
83,9600.0,9900.0,wellawatta_kollupitiya_probe,0.0,0.21,0.0,63.0,AGGREGATED,3.0,3.0,0.0,63.0,78.0,0.0,168.48,147.74,14.21,0.85,33.4,168.32,0.0,92888
84,9900.0,10200.0,cross_junction_ratmalana_bus,0.0,8.78,0.0,447.0,AGGREGATED,75.0,75.0,0.07,454.0,45.0,0.07,1095.76,12030.35,4.18,0.25,5341.32,1154.15,1792.0,92888
85,9900.0,10200.0,cross_junction_ratmalana_probe,0.0,1.05,0.0,59.0,AGGREGATED,28.0,28.0,0.01,59.0,43.0,0.0,988.56,1385.73,4.47,0.27,1013.75,1007.5,387.0,92888
86,9900.0,10200.0,wellawatta_kollupitiya_bus,0.0,5.84,0.0,644.0,AGGREGATED,8.0,8.0,0.02,646.0,76.0,0.02,343.09,4049.37,6.77,0.41,764.63,385.05,247.0,92888
87,9900.0,10200.0,wellawatta_kollupitiya_probe,,,,,,,,,,,,,,,,,,,92888
88,10200.0,10500.0,cross_junction_ratmalana_bus,0.0,8.14,0.0,411.0,AGGREGATED,67.0,67.0,0.06,404.0,45.0,0.07,1032.42,11149.53,4.44,0.27,4818.13,1085.73,1483.0,92888
89,10200.0,10500.0,cross_junction_ratmalana_probe,0.0,1.27,0.0,82.0,AGGREGATED,20.0,20.0,0.01,82.0,43.0,0.0,846.58,1680.12,5.22,0.31,1106.18,858.97,248.0,92888
90,10200.0,10500.0,wellawatta_kollupitiya_bus,0.0,4.74,0.0,506.0,AGGREGATED,2.0,2.0,0.02,508.0,76.0,0.01,366.22,3283.83,6.34,0.38,731.52,413.56,290.0,92888
91,10200.0,10500.0,wellawatta_kollupitiya_probe,0.0,0.3,0.0,78.0,AGGREGATED,2.0,2.0,0.0,77.0,78.0,0.0,175.86,211.72,13.62,0.82,20.23,175.81,0.0,92888
92,10500.0,10800.0,cross_junction_ratmalana_bus,0.0,8.35,0.0,369.0,AGGREGATED,50.0,50.0,0.06,372.0,45.0,0.07,1232.61,11444.06,3.72,0.22,5847.29,1309.4,2874.0,92888
93,10500.0,10800.0,cross_junction_ratmalana_probe,0.0,1.36,0.0,64.0,AGGREGATED,18.0,18.0,0.01,65.0,43.0,0.0,1149.18,1794.08,3.84,0.23,1379.21,1175.65,490.0,92888
94,10500.0,10800.0,wellawatta_kollupitiya_bus,0.0,4.33,0.0,411.0,AGGREGATED,4.0,4.0,0.01,409.0,76.0,0.01,396.13,3001.11,5.86,0.35,759.64,450.54,347.0,92888
95,10500.0,10800.0,wellawatta_kollupitiya_probe,0.0,0.82,0.0,218.0,AGGREGATED,13.0,13.0,0.0,217.0,78.0,0.0,189.61,589.82,12.63,0.76,113.38,190.76,15.0,92888
96,10800.0,11100.0,cross_junction_ratmalana_bus,0.0,8.7,0.0,382.0,AGGREGATED,53.0,53.0,0.06,377.0,45.0,0.07,1188.94,11916.47,3.85,0.23,5906.33,1254.38,2188.0,92888
97,10800.0,11100.0,cross_junction_ratmalana_probe,0.0,1.5,0.0,98.0,AGGREGATED,22.0,22.0,0.01,95.0,43.0,0.0,921.54,1989.68,4.79,0.29,1383.65,937.64,370.0,92888
98,10800.0,11100.0,wellawatta_kollupitiya_bus,0.0,5.52,0.0,541.0,AGGREGATED,13.0,13.0,0.02,537.0,76.0,0.02,378.3,3824.78,6.14,0.37,780.56,427.27,291.0,92888
99,10800.0,11100.0,wellawatta_kollupitiya_probe,0.0,0.6,0.0,172.0,AGGREGATED,12.0,12.0,0.0,174.0,78.0,0.0,173.49,432.16,13.8,0.83,63.62,173.54,4.0,92888
100,11100.0,11400.0,cross_junction_ratmalana_bus,0.0,9.88,0.0,443.0,AGGREGATED,68.0,68.0,0.07,434.0,45.0,0.08,1266.72,13538.55,3.62,0.22,7220.48,1349.33,3468.0,92888
101,11100.0,11400.0,cross_junction_ratmalana_probe,0.0,1.47,0.0,69.0,AGGREGATED,10.0,10.0,0.01,69.0,43.0,0.0,1144.8,1947.47,3.86,0.23,1473.57,1166.46,454.0,92888
102,11100.0,11400.0,wellawatta_kollupitiya_bus,0.0,5.63,0.0,526.0,AGGREGATED,3.0,3.0,0.02,530.0,76.0,0.02,409.35,3904.16,5.67,0.34,890.62,472.06,408.0,92888
103,11100.0,11400.0,wellawatta_kollupitiya_probe,0.0,0.45,0.0,124.0,AGGREGATED,6.0,6.0,0.0,122.0,78.0,0.0,178.3,324.76,13.43,0.81,60.96,179.94,2.0,92888
104,11400.0,11700.0,cross_junction_ratmalana_bus,0.0,10.56,0.0,392.0,AGGREGATED,53.0,53.0,0.08,392.0,45.0,0.09,1408.46,14477.17,3.25,0.19,8298.32,1488.41,4513.0,92888
105,11400.0,11700.0,cross_junction_ratmalana_probe,0.0,1.28,0.0,53.0,AGGREGATED,13.0,13.0,0.01,55.0,43.0,0.0,1225.34,1692.14,3.6,0.22,1301.68,1251.26,503.0,92888
106,11400.0,11700.0,wellawatta_kollupitiya_bus,0.0,5.4,0.0,544.0,AGGREGATED,17.0,17.0,0.02,543.0,76.0,0.02,380.4,3743.16,6.11,0.37,721.56,432.19,180.0,92888
107,11400.0,11700.0,wellawatta_kollupitiya_probe,0.0,0.46,0.0,69.0,AGGREGATED,5.0,5.0,0.0,69.0,78.0,0.0,342.85,329.61,6.98,0.42,186.12,328.28,30.0,92888
108,11700.0,12000.0,cross_junction_ratmalana_bus,0.0,10.75,0.0,373.0,AGGREGATED,38.0,38.0,0.08,375.0,45.0,0.09,1475.66,14738.16,3.1,0.19,8610.88,1557.19,4684.0,92888
109,11700.0,12000.0,cross_junction_ratmalana_probe,0.0,1.46,0.0,95.0,AGGREGATED,20.0,20.0,0.01,93.0,43.0,0.0,860.39,1938.94,5.13,0.31,1289.29,871.75,324.0,92888
110,11700.0,12000.0,wellawatta_kollupitiya_bus,0.0,6.19,0.0,558.0,AGGREGATED,10.0,10.0,0.02,556.0,76.0,0.02,411.22,4288.97,5.65,0.34,1044.74,462.26,385.0,92888
111,11700.0,12000.0,wellawatta_kollupitiya_probe,0.0,0.55,0.0,119.0,AGGREGATED,3.0,3.0,0.0,119.0,78.0,0.0,227.14,397.27,10.54,0.63,151.29,231.54,12.0,92888
112,12000.0,12300.0,cross_junction_ratmalana_bus,0.0,11.29,0.0,352.0,AGGREGATED,42.0,42.0,0.08,346.0,45.0,0.1,1720.76,15467.84,2.66,0.16,9752.67,1826.39,5548.0,92888
113,12000.0,12300.0,cross_junction_ratmalana_probe,0.0,1.38,0.0,74.0,AGGREGATED,16.0,16.0,0.01,75.0,43.0,0.0,1084.48,1831.84,4.07,0.24,1369.19,1099.36,410.0,92888
114,12000.0,12300.0,wellawatta_kollupitiya_bus,0.0,7.37,0.0,629.0,AGGREGATED,5.0,5.0,0.02,629.0,76.0,0.02,452.45,5111.49,5.13,0.31,1677.84,519.45,748.0,92888
115,12000.0,12300.0,wellawatta_kollupitiya_probe,0.0,0.38,0.0,68.0,AGGREGATED,6.0,6.0,0.0,69.0,78.0,0.0,275.82,273.79,8.68,0.52,149.0,279.93,38.0,92888
116,12300.0,12600.0,cross_junction_ratmalana_bus,0.0,11.27,0.0,360.0,AGGREGATED,57.0,57.0,0.08,364.0,45.0,0.1,1652.13,15449.64,2.77,0.17,9668.24,1735.93,5472.0,92888
117,12300.0,12600.0,cross_junction_ratmalana_probe,0.0,1.65,0.0,61.0,AGGREGATED,12.0,12.0,0.01,59.0,43.0,0.01,1357.03,2190.35,3.26,0.19,1748.52,1381.95,614.0,92888
118,12300.0,12600.0,wellawatta_kollupitiya_bus,0.0,6.34,0.0,515.0,AGGREGATED,9.0,9.0,0.02,516.0,76.0,0.02,468.43,4394.39,4.96,0.3,1529.56,531.88,685.0,92888
119,12300.0,12600.0,wellawatta_kollupitiya_probe,0.0,0.83,0.0,109.0,AGGREGATED,7.0,7.0,0.0,108.0,78.0,0.0,353.55,597.75,6.77,0.41,344.1,365.43,83.0,92888
120,12600.0,12900.0,cross_junction_ratmalana_bus,0.0,11.4,0.0,377.0,AGGREGATED,57.0,57.0,0.09,376.0,45.0,0.1,1514.05,15621.24,3.03,0.18,9251.48,1597.81,5352.0,92888
121,12600.0,12900.0,cross_junction_ratmalana_probe,0.0,1.65,0.0,79.0,AGGREGATED,20.0,20.0,0.01,80.0,43.0,0.01,1136.49,2179.58,3.89,0.23,1658.84,1156.14,515.0,92888
122,12600.0,12900.0,wellawatta_kollupitiya_bus,0.0,5.24,0.0,431.0,AGGREGATED,8.0,8.0,0.02,434.0,76.0,0.02,464.66,3633.95,5.0,0.3,1267.87,529.78,474.0,92888
123,12600.0,12900.0,wellawatta_kollupitiya_probe,0.0,1.58,0.0,228.0,AGGREGATED,13.0,13.0,0.01,226.0,78.0,0.0,353.51,1135.67,6.77,0.41,662.68,368.2,166.0,92888
124,12900.0,13200.0,cross_junction_ratmalana_bus,0.0,10.93,0.0,339.0,AGGREGATED,43.0,43.0,0.08,346.0,45.0,0.09,1665.46,14981.94,2.75,0.16,9334.7,1766.61,5374.0,92888
125,12900.0,13200.0,cross_junction_ratmalana_probe,0.0,1.62,0.0,90.0,AGGREGATED,31.0,31.0,0.01,90.0,43.0,0.0,993.87,2148.07,4.44,0.27,1561.53,997.12,524.0,92888
126,12900.0,13200.0,wellawatta_kollupitiya_bus,0.0,5.25,0.0,428.0,AGGREGATED,10.0,10.0,0.02,425.0,76.0,0.02,460.99,3639.07,5.04,0.3,1142.47,532.46,388.0,92888
127,12900.0,13200.0,wellawatta_kollupitiya_probe,0.0,1.67,0.0,118.0,AGGREGATED,10.0,10.0,0.01,119.0,78.0,0.0,705.66,1197.22,3.39,0.2,938.67,732.74,327.95,92888
128,13200.0,13500.0,cross_junction_ratmalana_bus,0.0,11.2,0.0,367.0,AGGREGATED,56.0,56.0,0.08,358.0,45.0,0.09,1695.55,15347.32,2.7,0.16,9769.37,1804.13,6136.8,92888
129,13200.0,13500.0,cross_junction_ratmalana_probe,0.0,1.28,0.0,78.0,AGGREGATED,21.0,21.0,0.01,79.0,43.0,0.0,993.89,1697.48,4.44,0.27,1266.59,1010.94,406.0,92888
130,13200.0,13500.0,wellawatta_kollupitiya_bus,0.0,6.57,0.0,524.0,AGGREGATED,16.0,16.0,0.02,519.0,76.0,0.02,472.17,4551.05,4.92,0.3,1670.65,539.16,637.0,92888
131,13200.0,13500.0,wellawatta_kollupitiya_probe,0.0,1.13,0.0,121.0,AGGREGATED,7.0,7.0,0.0,123.0,78.0,0.0,437.27,807.64,5.48,0.33,514.28,451.51,138.39,92888
132,13500.0,13800.0,cross_junction_ratmalana_bus,0.0,12.02,0.0,367.0,AGGREGATED,69.0,69.0,0.09,366.0,45.0,0.1,1732.63,16470.98,2.64,0.16,10553.41,1855.21,6366.0,92888
133,13500.0,13800.0,cross_junction_ratmalana_probe,0.0,1.35,0.0,59.0,AGGREGATED,22.0,22.0,0.01,59.0,43.0,0.0,1219.69,1784.57,3.62,0.22,1385.24,1240.89,517.0,92888
134,13500.0,13800.0,wellawatta_kollupitiya_bus,0.0,8.7,0.0,629.0,AGGREGATED,11.0,11.0,0.03,630.0,76.0,0.03,520.06,6027.44,4.47,0.27,2609.76,610.26,1152.0,92888
135,13500.0,13800.0,wellawatta_kollupitiya_probe,0.0,0.91,0.0,107.0,AGGREGATED,6.0,6.0,0.0,105.0,78.0,0.0,445.08,653.87,5.38,0.32,445.49,465.78,130.0,92888
136,13800.0,14100.0,cross_junction_ratmalana_bus,0.0,12.26,0.0,334.0,AGGREGATED,38.0,38.0,0.09,335.0,45.0,0.11,1976.84,16805.48,2.32,0.14,11325.68,2121.64,7623.0,92888
137,13800.0,14100.0,cross_junction_ratmalana_probe,0.0,1.67,0.0,84.0,AGGREGATED,22.0,22.0,0.01,83.0,43.0,0.01,1051.95,2209.38,4.2,0.25,1601.69,1073.34,742.0,92888
138,13800.0,14100.0,wellawatta_kollupitiya_bus,0.0,9.32,0.0,559.0,AGGREGATED,3.0,3.0,0.03,557.0,76.0,0.03,638.83,6461.38,3.64,0.22,3219.38,752.65,1579.76,92888
139,13800.0,14100.0,wellawatta_kollupitiya_probe,0.0,1.52,0.0,110.0,AGGREGATED,10.0,10.0,0.0,110.0,78.0,0.0,617.97,1090.77,3.87,0.23,824.11,655.57,317.0,92888
140,14100.0,14400.0,cross_junction_ratmalana_bus,0.0,11.76,0.0,364.0,AGGREGATED,37.0,37.0,0.09,359.0,45.0,0.1,1682.35,16118.3,2.72,0.16,10165.55,1770.86,5988.0,92888
141,14100.0,14400.0,cross_junction_ratmalana_probe,0.0,1.62,0.0,69.0,AGGREGATED,15.0,15.0,0.01,69.0,43.0,0.01,1188.9,2146.87,3.72,0.22,1657.42,1214.64,500.0,92888
142,14100.0,14400.0,wellawatta_kollupitiya_bus,0.0,9.46,0.0,546.0,AGGREGATED,17.0,17.0,0.03,545.0,76.0,0.03,651.35,6553.64,3.57,0.21,3484.29,759.37,1599.0,92888
143,14100.0,14400.0,wellawatta_kollupitiya_probe,0.0,1.78,0.0,148.0,AGGREGATED,14.0,14.0,0.01,144.0,78.0,0.0,631.97,1278.45,3.79,0.23,961.44,663.53,428.36,92888
0,3600.0,3900.0,cross_junction_ratmalana_bus,0.0,2.17,0.0,181.0,AGGREGATED,53.0,53.0,0.02,163.0,45.0,0.02,787.61,2975.74,5.82,0.35,848.08,829.13,384.0,26253
1,3600.0,3900.0,cross_junction_ratmalana_probe,0.0,0.64,0.0,92.0,AGGREGATED,9.0,9.0,0.0,94.0,43.0,0.0,373.84,843.59,11.82,0.71,212.0,370.8,68.0,26253
2,3600.0,3900.0,wellawatta_kollupitiya_bus,,,,,,,,,,,,,,,,,,,26253
3,3600.0,3900.0,wellawatta_kollupitiya_probe,0.0,0.68,2.0,213.0,AGGREGATED,7.0,7.0,0.0,214.0,78.0,0.0,154.46,484.87,15.5,0.93,52.23,154.19,2.0,26253
4,3900.0,4200.0,cross_junction_ratmalana_bus,0.0,5.25,0.0,408.0,AGGREGATED,27.0,27.0,0.04,402.0,45.0,0.04,681.68,7191.07,6.72,0.4,1283.89,706.0,575.0,26253
5,3900.0,4200.0,cross_junction_ratmalana_probe,0.0,0.51,0.0,79.0,AGGREGATED,20.0,20.0,0.0,79.0,43.0,0.0,352.34,675.31,12.54,0.75,139.97,351.85,41.0,26253
6,3900.0,4200.0,wellawatta_kollupitiya_bus,,,,,,,,,,,,,,,,,,,26253
7,3900.0,4200.0,wellawatta_kollupitiya_probe,0.0,1.02,2.0,284.0,AGGREGATED,10.0,10.0,0.0,286.0,78.0,0.0,176.48,729.45,13.57,0.81,98.89,176.53,17.0,26253
8,4200.0,4500.0,cross_junction_ratmalana_bus,0.0,5.28,0.0,402.0,AGGREGATED,56.0,56.0,0.04,406.0,45.0,0.04,684.75,7229.6,6.69,0.4,1426.38,702.74,706.0,26253
9,4200.0,4500.0,cross_junction_ratmalana_probe,0.0,0.49,0.0,79.0,AGGREGATED,17.0,17.0,0.0,78.0,43.0,0.0,369.12,655.24,11.97,0.72,120.1,369.15,23.0,26253
10,4200.0,4500.0,wellawatta_kollupitiya_bus,,,,,,,,,,,,,,,,,,,26253
11,4200.0,4500.0,wellawatta_kollupitiya_probe,0.0,1.24,2.0,346.0,AGGREGATED,9.0,9.0,0.0,347.0,78.0,0.0,174.61,887.92,13.71,0.82,90.64,174.31,12.0,26253
12,4500.0,4800.0,cross_junction_ratmalana_bus,0.0,4.75,0.0,367.0,AGGREGATED,59.0,59.0,0.04,367.0,45.0,0.04,672.85,6509.98,6.81,0.41,704.81,695.99,157.0,26253
13,4500.0,4800.0,cross_junction_ratmalana_probe,0.0,0.67,0.0,94.0,AGGREGATED,22.0,22.0,0.01,94.0,43.0,0.0,381.38,886.98,11.58,0.69,273.26,382.1,107.0,26253
14,4500.0,4800.0,wellawatta_kollupitiya_bus,,,,,,,,,,,,,,,,,,,26253
15,4500.0,4800.0,wellawatta_kollupitiya_probe,0.0,1.22,2.0,363.0,AGGREGATED,11.0,11.0,0.0,367.0,78.0,0.0,165.31,875.19,14.49,0.87,84.13,164.99,1.0,26253
16,4800.0,5100.0,cross_junction_ratmalana_bus,0.0,4.25,0.0,314.0,AGGREGATED,51.0,51.0,0.03,317.0,45.0,0.04,698.47,5830.58,6.56,0.39,683.98,723.66,209.0,26253
17,4800.0,5100.0,cross_junction_ratmalana_probe,0.0,0.52,0.0,86.0,AGGREGATED,17.0,17.0,0.0,86.0,43.0,0.0,334.83,686.32,13.19,0.79,158.6,334.66,21.0,26253
18,4800.0,5100.0,wellawatta_kollupitiya_bus,0.0,0.14,0.0,21.0,AGGREGATED,0.0,0.0,0.0,20.0,76.0,0.0,230.97,94.96,10.05,0.6,7.58,237.2,1.0,26253
19,4800.0,5100.0,wellawatta_kollupitiya_probe,0.0,0.96,2.0,287.0,AGGREGATED,7.0,7.0,0.0,289.0,78.0,0.0,165.65,690.62,14.46,0.87,57.68,165.17,1.0,26253
20,5100.0,5400.0,cross_junction_ratmalana_bus,0.0,3.83,0.0,291.0,AGGREGATED,33.0,33.0,0.03,291.0,45.0,0.03,729.09,5253.41,6.28,0.38,645.97,757.11,174.0,26253
21,5100.0,5400.0,cross_junction_ratmalana_probe,0.0,0.54,0.0,81.0,AGGREGATED,16.0,16.0,0.0,82.0,43.0,0.0,356.42,716.45,12.39,0.74,204.1,355.53,37.0,26253
22,5100.0,5400.0,wellawatta_kollupitiya_bus,0.0,2.82,0.0,399.0,AGGREGATED,4.0,4.0,0.01,391.0,76.0,0.01,266.73,1956.12,8.71,0.52,259.25,288.14,64.0,26253
